"source","destination","targetPorts","bytesOut","bytesIn","durationSeconds","firstFlowDate","lastFlowDate","attemptCount"
"10.1.0.75","172.10.1.81",1,633,392.0,0,"2013-04-03 10:39:17","2013-04-03 10:39:17",1
"172.20.1.58","10.0.0.9",69,31432,630.4347826,9,"2013-04-03 06:51:10","2013-04-03 11:15:08",69
"172.10.2.125","10.0.0.12",94,41038,631.2765957,27,"2013-04-03 06:53:51","2013-04-03 15:07:03",94
"10.0.0.10","172.10.2.134",2,1266,368.0,0,"2013-04-03 10:10:53","2013-04-03 10:23:31",2
"172.10.1.47","10.1.0.77",116,53002,633.0,10,"2013-04-03 06:51:33","2013-04-03 14:52:22",116
"10.1.0.76","172.10.1.35",1,633,392.0,0,"2013-04-03 09:33:54","2013-04-03 09:33:54",1
"10.0.0.5","172.10.1.30",1,54,0.0,0,"2013-04-03 10:25:50","2013-04-03 10:25:50",1
"172.20.2.109","10.0.0.9",73,32894,631.1506849,4,"2013-04-03 06:51:34","2013-04-03 11:11:38",73
"172.10.1.104","10.0.0.5",74,33771,630.5405405,12,"2013-04-03 06:58:16","2013-04-03 15:10:15",74
"172.10.2.118","10.0.0.11",113,48498,627.3982301,15,"2013-04-03 06:49:10","2013-04-03 14:44:13",113
"172.10.1.8","239.255.255.250",12,2450,0.0,6,"2013-04-03 06:36:20","2013-04-03 06:36:27",12
"172.30.1.59","10.0.0.6",86,36368,584.8604651,11,"2013-04-03 06:49:15","2013-04-03 12:09:01",86
"10.0.0.10","172.30.2.114",1,571,108.0,0,"2013-04-03 11:43:08","2013-04-03 11:43:08",1
"10.0.0.13","172.30.1.69",2,1204,250.0,0,"2013-04-03 10:02:11","2013-04-03 10:14:41",2
"172.20.2.75","10.0.0.12",57,25824,613.9122807,13,"2013-04-03 06:50:41","2013-04-03 11:13:32",57
"172.20.1.58","10.0.0.8",50,22620,613.52,38,"2013-04-03 06:53:35","2013-04-03 11:15:45",50
"172.30.2.140","10.0.0.8",86,38052,615.4186047,2,"2013-04-03 06:51:37","2013-04-03 12:12:37",86
"172.10.2.65","10.0.0.14",101,44048,631.9306931,52,"2013-04-03 06:50:47","2013-04-03 15:03:37",101
"172.10.2.109","10.0.0.14",110,47712,627.3181818,31,"2013-04-03 06:49:25","2013-04-03 15:00:05",110
"172.20.1.227","10.0.0.11",148,67394,626.8986486,100,"2013-04-03 06:54:12","2013-04-03 14:50:07",148
"10.0.0.7","172.20.1.77",2,1264,391.0,0,"2013-04-03 10:34:57","2013-04-03 11:02:46",2
"10.0.0.10","172.10.1.132",1,571,108.0,0,"2013-04-03 11:35:24","2013-04-03 11:35:24",1
"10.0.0.7","172.20.1.55",1,632,391.0,0,"2013-04-03 10:07:09","2013-04-03 10:07:09",1
"172.10.1.196","10.0.0.10",66,30030,632.1818182,5,"2013-04-03 06:58:41","2013-04-03 14:23:54",66
"10.0.0.5","172.20.1.33",1,632,391.0,0,"2013-04-03 10:42:11","2013-04-03 10:42:11",1
"172.10.1.63","10.0.0.5",107,48355,626.0934579,13,"2013-04-03 06:48:50","2013-04-03 14:46:38",107
"172.10.2.49","10.0.0.12",106,45992,627.6132075,27,"2013-04-03 06:51:00","2013-04-03 15:16:33",106
"172.20.1.239","10.0.0.8",124,56546,621.2580645,93,"2013-04-03 06:50:17","2013-04-03 14:47:02",124
"172.20.1.65","10.0.0.5",76,34603,629.8684211,9,"2013-04-03 06:52:14","2013-04-03 11:09:27",76
"172.30.1.143","10.0.0.12",83,37310,624.7228916,12,"2013-04-03 06:49:41","2013-04-03 12:01:25",83
"10.0.0.11","172.10.2.85",1,633,368.0,0,"2013-04-03 10:11:52","2013-04-03 10:11:52",1
"172.20.1.45","10.0.0.14",58,26630,625.9482759,74,"2013-04-03 06:54:34","2013-04-03 11:16:49",58
"172.10.1.97","10.1.0.76",96,44110,628.7395833,28,"2013-04-03 06:53:25","2013-04-03 15:12:45",96
"10.0.0.7","172.10.1.79",1,632,391.0,0,"2013-04-03 11:29:12","2013-04-03 11:29:12",1
"172.30.1.185","10.0.0.6",94,42474,624.1276596,31,"2013-04-03 06:48:30","2013-04-03 12:05:28",94
"10.0.0.6","172.20.1.252",1,570,108.0,0,"2013-04-03 10:36:55","2013-04-03 10:36:55",1
"172.20.1.223","10.0.0.12",125,56142,621.08,56,"2013-04-03 06:49:13","2013-04-03 15:08:06",125
"172.10.1.24","10.1.0.75",100,45406,626.05,10,"2013-04-03 06:52:19","2013-04-03 14:59:30",100
"172.30.1.135","10.0.0.7",68,30521,631.2058824,9,"2013-04-03 06:48:09","2013-04-03 12:01:46",68
"172.30.2.121","10.0.0.9",71,30870,599.2112676,100,"2013-04-03 06:49:15","2013-04-03 12:12:37",71
"172.20.1.66","10.7.5.5",71,5118564,2976988.986,4100,"2013-04-03 10:15:14","2013-04-03 11:23:37",71
"172.20.1.28","10.0.0.10",68,31102,632.2058824,8,"2013-04-03 06:49:23","2013-04-03 11:12:52",68
"172.30.2.63","10.0.0.10",72,31218,596.3333333,65,"2013-04-03 06:49:06","2013-04-03 12:12:37",72
"172.20.1.41","10.0.0.7",68,30405,623.5,0,"2013-04-03 06:49:29","2013-04-03 11:18:21",68
"10.0.0.12","172.30.1.102",1,633,392.0,0,"2013-04-03 11:17:58","2013-04-03 11:17:58",1
"10.0.0.8","172.30.2.57",1,632,391.0,0,"2013-04-03 09:43:15","2013-04-03 09:43:15",1
"172.30.1.241","10.0.0.10",124,56188,624.6612903,43,"2013-04-03 06:49:49","2013-04-03 15:17:14",124
"172.20.0.3","172.20.1.105",1,209,0.0,0,"2013-04-03 07:17:16","2013-04-03 07:17:16",1
"10.0.0.7","172.20.1.241",1,570,108.0,0,"2013-04-03 11:19:04","2013-04-03 11:19:04",1
"172.10.2.121","10.0.0.7",101,43329,630.9306931,36,"2013-04-03 06:49:20","2013-04-03 15:13:36",101
"172.10.0.6","172.20.2.127",14,1132,0.0,0,"2013-04-03 04:22:15","2013-04-03 23:18:32",14
"172.30.2.69","10.0.0.10",56,25376,619.7678571,14,"2013-04-03 07:00:23","2013-04-03 12:07:00",56
"172.10.2.84","10.0.0.11",109,47542,632.0091743,65,"2013-04-03 06:49:51","2013-04-03 15:18:23",109
"172.30.2.83","239.255.255.250",13,2625,0.0,6,"2013-04-03 06:36:07","2013-04-03 06:36:15",13
"10.1.0.76","172.10.1.180",1,633,392.0,0,"2013-04-03 10:36:39","2013-04-03 10:36:39",1
"10.0.0.5","172.30.2.95",1,632,391.0,0,"2013-04-03 10:06:06","2013-04-03 10:06:06",1
"172.30.1.215","10.0.0.8",97,44628,631.443299,17,"2013-04-03 06:49:05","2013-04-03 15:16:54",97
"172.10.1.41","10.0.0.5",91,41169,632.0,2,"2013-04-03 06:50:53","2013-04-03 15:05:34",91
"172.10.1.203","10.0.0.9",87,38966,612.8735632,4,"2013-04-03 06:51:30","2013-04-03 15:07:55",87
"172.30.1.230","10.0.0.12",115,52792,628.5043478,34,"2013-04-03 06:50:55","2013-04-03 15:01:17",115
"10.1.0.100","172.10.1.46",1,634,393.0,0,"2013-04-03 11:30:11","2013-04-03 11:30:11",1
"172.10.1.130","10.0.0.8",73,33252,626.7123288,23,"2013-04-03 06:50:57","2013-04-03 15:05:33",73
"10.0.0.7","172.30.1.218",1,632,391.0,0,"2013-04-03 10:39:26","2013-04-03 10:39:26",1
"172.30.2.142","10.0.0.7",70,31033,611.6285714,29,"2013-04-03 06:49:44","2013-04-03 12:05:21",70
"10.0.0.6","172.20.1.251",1,632,391.0,0,"2013-04-03 10:14:52","2013-04-03 10:14:52",1
"172.10.2.63","10.0.0.13",105,45616,632.4857143,30,"2013-04-03 06:49:57","2013-04-03 15:14:29",105
"10.0.0.7","172.10.1.209",1,570,108.0,0,"2013-04-03 10:00:23","2013-04-03 10:00:23",1
"172.10.1.185","10.1.0.76",90,40590,613.2777778,12,"2013-04-03 06:51:29","2013-04-03 15:13:17",90
"172.10.0.6","172.30.1.129",5,370,0.0,0,"2013-04-03 01:12:53","2013-04-03 05:28:12",5
"172.10.1.116","10.0.0.6",95,43210,624.8631579,27,"2013-04-03 06:50:17","2013-04-03 15:13:47",95
"10.0.0.9","172.30.1.64",1,632,391.0,0,"2013-04-03 09:34:30","2013-04-03 09:34:30",1
"10.0.0.13","172.10.1.151",1,633,392.0,0,"2013-04-03 09:42:37","2013-04-03 09:42:37",1
"172.20.2.139","10.0.0.8",66,29844,632.0,3,"2013-04-03 06:51:41","2013-04-03 11:13:16",66
"172.30.1.249","10.0.0.13",120,54372,632.55,5,"2013-04-03 06:54:47","2013-04-03 15:06:17",120
"172.10.1.31","10.0.0.5",113,51364,631.0442478,12,"2013-04-03 06:49:13","2013-04-03 15:12:12",113
"10.0.0.6","172.30.1.3",1,632,391.0,0,"2013-04-03 09:57:01","2013-04-03 09:57:01",1
"172.10.1.55","10.1.0.76",107,49160,627.6635514,32,"2013-04-03 06:54:21","2013-04-03 14:46:08",107
"172.20.1.1","10.7.5.5",48,2731880,2306112.021,1949,"2013-04-03 10:14:47","2013-04-03 11:08:03",48
"172.10.2.136","10.0.0.12",94,40626,632.4255319,15,"2013-04-03 06:49:40","2013-04-03 14:39:26",94
"172.30.1.251","10.0.0.12",95,43246,627.5578947,9,"2013-04-03 06:49:22","2013-04-03 15:17:02",95
"172.10.2.101","10.0.0.13",120,52074,632.1,28,"2013-04-03 06:50:41","2013-04-03 14:59:45",120
"172.30.1.11","10.0.0.9",85,38505,631.3647059,10,"2013-04-03 06:49:41","2013-04-03 12:08:31",85
"10.7.5.5","172.20.1.65",2,1279442,15391.0,142,"2013-04-03 10:41:37","2013-04-03 10:50:52",2
"172.20.2.99","172.0.0.1",25,2610,104.4,18,"2013-04-03 01:23:43","2013-04-03 22:16:11",25
"172.20.1.229","10.0.0.8",133,60274,623.8345865,88,"2013-04-03 06:49:53","2013-04-03 15:17:21",133
"172.30.1.207","172.0.0.1",29,2610,90.0,0,"2013-04-03 00:26:46","2013-04-03 23:06:00",29
"172.10.0.6","172.30.1.207",14,1036,0.0,0,"2013-04-03 01:13:22","2013-04-03 23:15:21",14
"172.10.2.90","10.0.0.6",110,46537,616.3090909,30,"2013-04-03 06:50:24","2013-04-03 15:13:15",110
"10.0.0.12","172.10.1.132",1,571,108.0,0,"2013-04-03 11:41:11","2013-04-03 11:41:11",1
"172.10.1.123","10.0.0.10",79,36224,631.6329114,13,"2013-04-03 06:52:51","2013-04-03 14:47:52",79
"172.10.1.220","10.1.0.75",110,50630,631.9454545,8,"2013-04-03 06:50:24","2013-04-03 14:51:10",110
"10.0.0.12","172.20.2.77",1,571,108.0,0,"2013-04-03 10:13:44","2013-04-03 10:13:44",1
"172.10.0.6","172.30.1.109",6,444,0.0,0,"2013-04-03 01:12:45","2013-04-03 05:28:04",6
"172.10.1.145","10.0.0.12",76,34504,630.0526316,7,"2013-04-03 06:49:35","2013-04-03 15:14:49",76
"172.10.2.99","10.0.0.12",91,39616,631.8131868,23,"2013-04-03 06:53:07","2013-04-03 15:00:53",91
"172.10.1.54","10.0.0.13",100,45426,622.58,32,"2013-04-03 06:49:37","2013-04-03 15:06:20",100
"10.0.0.9","172.10.1.187",1,632,391.0,0,"2013-04-03 09:44:07","2013-04-03 09:44:07",1
"10.0.0.11","172.20.1.235",1,571,108.0,0,"2013-04-03 10:06:44","2013-04-03 10:06:44",1
"172.10.0.6","172.30.1.54",13,962,0.0,0,"2013-04-03 04:57:36","2013-04-03 23:13:37",13
"172.30.2.114","10.0.0.12",72,31684,605.2361111,122,"2013-04-03 06:50:53","2013-04-03 12:12:36",72
"10.0.0.11","172.10.2.50",1,571,108.0,0,"2013-04-03 11:20:01","2013-04-03 11:20:01",1
"10.0.0.7","172.10.2.132",1,632,367.0,0,"2013-04-03 09:34:05","2013-04-03 09:34:05",1
"172.30.1.133","10.0.0.11",92,38394,572.4021739,86,"2013-04-03 06:48:45","2013-04-03 12:07:17",92
"172.10.2.138","10.0.0.10",92,39560,632.4130435,29,"2013-04-03 06:49:19","2013-04-03 14:58:08",92
"10.170.121.55","172.10.0.8",106,47380,520.7169811,2,"2013-04-03 00:29:34","2013-04-03 23:46:19",106
"172.30.2.101","10.0.0.10",74,32688,613.7027027,103,"2013-04-03 06:50:26","2013-04-03 12:05:34",74
"10.0.0.12","172.20.1.205",1,633,392.0,0,"2013-04-03 11:02:27","2013-04-03 11:02:27",1
"172.20.1.49","10.0.0.9",86,38958,629.3953488,8,"2013-04-03 06:48:58","2013-04-03 11:09:33",86
"172.30.2.77","10.1.0.76",75,32296,594.92,119,"2013-04-03 06:51:00","2013-04-03 12:12:37",75
"10.0.0.7","172.20.2.93",2,1140,108.0,0,"2013-04-03 10:32:28","2013-04-03 10:53:15",2
"172.10.1.184","10.0.0.12",84,38319,619.952381,31,"2013-04-03 06:49:58","2013-04-03 14:36:54",84
"10.7.5.5","172.20.1.233",7,7660121,25398.0,472,"2013-04-03 10:13:49","2013-04-03 11:12:14",7
"172.20.2.93","10.0.0.9",59,26781,631.0847458,9,"2013-04-03 06:49:33","2013-04-03 11:13:19",59
"10.0.0.14","172.10.1.241",1,571,108.0,0,"2013-04-03 09:45:25","2013-04-03 09:45:25",1
"172.10.2.106","239.255.255.250",9,1925,0.0,6,"2013-04-03 06:36:41","2013-04-03 06:36:48",9
"172.30.1.134","10.0.0.8",75,34204,631.28,31,"2013-04-03 06:48:02","2013-04-03 11:48:43",75
"172.10.1.220","10.0.0.12",91,41544,625.5384615,20,"2013-04-03 06:51:53","2013-04-03 15:15:45",91
"172.30.1.248","10.0.0.11",130,58796,627.7153846,18,"2013-04-03 06:58:59","2013-04-03 15:08:29",130
"10.7.5.5","172.20.2.50",3,10019040,72918.0,37,"2013-04-03 11:17:02","2013-04-03 11:38:52",3
"172.20.0.3","172.20.1.125",1,209,0.0,0,"2013-04-03 07:21:30","2013-04-03 07:21:30",1
"172.20.2.147","10.0.0.7",89,40721,623.0786517,23,"2013-04-03 06:49:46","2013-04-03 11:32:13",89
"172.30.1.14","172.30.0.4",1,186,0.0,9,"2013-04-03 11:54:34","2013-04-03 11:54:34",1
"172.10.1.191","10.0.0.5",79,35920,624.0,34,"2013-04-03 06:55:51","2013-04-03 15:10:18",79
"172.30.1.246","10.0.0.5",109,48978,625.706422,22,"2013-04-03 06:48:19","2013-04-03 15:01:17",109
"172.20.1.97","10.0.0.9",58,25883,614.0689655,2,"2013-04-03 06:54:21","2013-04-03 11:09:31",58
"10.0.0.8","172.30.1.61",1,570,108.0,0,"2013-04-03 10:29:49","2013-04-03 10:29:49",1
"172.30.1.117","10.0.0.11",81,36616,628.8024691,20,"2013-04-03 06:49:24","2013-04-03 12:00:42",81
"172.30.1.95","10.0.0.14",69,30764,621.3623188,10,"2013-04-03 06:51:31","2013-04-03 12:08:27",69
"10.0.0.5","172.20.1.202",1,570,108.0,0,"2013-04-03 11:22:24","2013-04-03 11:22:24",1
"172.20.1.80","172.0.0.1",30,3060,87.0,19,"2013-04-03 00:45:07","2013-04-03 21:50:20",30
"10.0.0.11","172.30.1.60",1,633,392.0,0,"2013-04-03 09:56:49","2013-04-03 09:56:49",1
"172.30.2.79","10.0.0.5",75,32737,601.5733333,86,"2013-04-03 06:48:11","2013-04-03 12:12:37",75
"172.10.2.81","239.255.255.250",14,2800,0.0,6,"2013-04-03 06:36:41","2013-04-03 06:36:48",14
"172.10.2.124","10.0.0.11",93,39184,619.3870968,3,"2013-04-03 06:49:39","2013-04-03 15:14:42",93
"10.0.0.9","172.10.1.117",1,632,391.0,0,"2013-04-03 10:18:39","2013-04-03 10:18:39",1
"172.20.2.79","10.0.0.14",67,30364,624.4776119,5,"2013-04-03 06:49:25","2013-04-03 11:22:16",67
"10.0.0.12","172.30.1.110",1,571,108.0,0,"2013-04-03 10:54:23","2013-04-03 10:54:23",1
"172.10.1.122","10.7.5.5",258,20024224,3255663.008,5068,"2013-04-03 10:10:35","2013-04-03 15:11:50",258
"172.20.2.71","10.0.0.14",60,27700,626.1833333,39,"2013-04-03 06:53:24","2013-04-03 11:03:28",60
"172.30.1.106","172.0.0.1",19,2430,127.8947368,3,"2013-04-03 00:59:25","2013-04-03 12:05:34",19
"172.30.1.59","10.0.0.12",63,27918,613.7619048,30,"2013-04-03 06:49:39","2013-04-03 12:13:04",63
"10.0.0.8","172.10.1.64",1,570,108.0,0,"2013-04-03 10:21:24","2013-04-03 10:21:24",1
"10.0.0.13","172.20.2.108",2,1266,446.0,19,"2013-04-03 10:59:24","2013-04-03 11:04:14",2
"172.10.2.91","10.0.0.12",122,52256,618.8278689,29,"2013-04-03 06:51:28","2013-04-03 14:45:57",122
"10.0.0.13","172.10.1.15",2,1204,250.0,0,"2013-04-03 10:08:24","2013-04-03 10:21:06",2
"10.0.0.12","172.10.1.113",1,633,392.0,0,"2013-04-03 11:41:34","2013-04-03 11:41:34",1
"172.10.2.114","10.0.0.7",109,46753,629.4495413,30,"2013-04-03 06:50:11","2013-04-03 15:12:48",109
"172.10.1.238","10.0.0.11",109,49216,621.3853211,24,"2013-04-03 06:48:48","2013-04-03 14:37:19",109
"172.10.1.98","10.1.0.77",100,46266,632.46,30,"2013-04-03 06:52:03","2013-04-03 15:06:07",100
"172.30.1.83","10.0.0.5",78,34827,614.5128205,42,"2013-04-03 06:48:26","2013-04-03 12:12:49",78
"172.30.1.63","172.0.0.1",30,3420,99.0,66,"2013-04-03 01:59:09","2013-04-03 22:22:44",30
"172.10.1.164","10.1.0.75",72,33148,631.5,18,"2013-04-03 06:56:06","2013-04-03 15:07:18",72
"172.20.1.21","10.0.0.8",73,32724,623.3424658,4,"2013-04-03 06:50:24","2013-04-03 11:30:16",73
"172.10.1.13","10.0.0.10",97,43638,627.0309278,4,"2013-04-03 06:49:16","2013-04-03 15:00:56",97
"172.30.1.241","10.0.0.6",116,52265,631.0689655,4,"2013-04-03 07:01:30","2013-04-03 15:13:00",116
"10.0.0.5","172.10.2.101",1,570,162.0,2,"2013-04-03 10:22:18","2013-04-03 10:22:18",1
"172.30.1.11","172.0.0.1",25,2520,100.8,65,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"172.10.1.179","10.1.0.100",91,41582,628.3076923,20,"2013-04-03 06:50:46","2013-04-03 15:03:29",91
"172.10.1.98","10.0.0.5",100,45259,620.52,9,"2013-04-03 06:49:23","2013-04-03 15:02:43",100
"172.30.1.108","10.0.0.11",73,33034,624.4383562,4,"2013-04-03 06:51:51","2013-04-03 11:54:00",73
"172.20.1.45","172.0.0.1",25,2430,97.2,18,"2013-04-03 00:45:07","2013-04-03 22:15:54",25
"172.20.1.76","10.0.0.9",68,30750,623.6176471,4,"2013-04-03 06:50:38","2013-04-03 11:30:20",68
"172.10.0.6","172.20.2.97",14,1036,0.0,0,"2013-04-03 04:22:14","2013-04-03 23:18:29",14
"10.0.0.7","172.10.1.88",1,570,108.0,0,"2013-04-03 10:42:42","2013-04-03 10:42:42",1
"172.10.0.6","172.10.1.69",1,74,0.0,0,"2013-04-03 06:47:42","2013-04-03 06:47:42",1
"172.20.1.85","10.0.0.10",65,29172,624.0923077,0,"2013-04-03 06:49:58","2013-04-03 11:09:32",65
"172.30.2.77","10.0.0.7",55,24130,599.6363636,20,"2013-04-03 06:57:35","2013-04-03 12:12:36",55
"10.0.0.14","172.10.1.18",1,633,392.0,0,"2013-04-03 10:32:30","2013-04-03 10:32:30",1
"172.30.1.125","10.0.0.9",58,26220,620.1724138,7,"2013-04-03 06:51:27","2013-04-03 11:55:26",58
"10.0.0.14","172.30.2.67",1,633,392.0,0,"2013-04-03 10:47:59","2013-04-03 10:47:59",1
"172.30.2.142","10.0.0.5",81,35048,597.3580247,4,"2013-04-03 06:48:58","2013-04-03 12:12:36",81
"10.0.0.9","172.30.1.228",1,632,391.0,0,"2013-04-03 10:19:45","2013-04-03 10:19:45",1
"10.0.0.12","172.10.2.135",1,633,368.0,0,"2013-04-03 09:44:12","2013-04-03 09:44:12",1
"172.10.1.67","10.0.0.11",122,55280,631.0983607,13,"2013-04-03 06:49:28","2013-04-03 14:53:22",122
"172.20.1.89","10.0.0.10",61,27694,633.0,0,"2013-04-03 06:49:29","2013-04-03 11:07:30",61
"172.10.0.6","172.30.1.195",4,296,0.0,0,"2013-04-03 01:13:19","2013-04-03 05:28:39",4
"10.0.0.6","172.10.1.162",1,632,391.0,0,"2013-04-03 10:35:55","2013-04-03 10:35:55",1
"10.1.0.75","172.10.1.127",1,571,108.0,0,"2013-04-03 10:59:43","2013-04-03 10:59:43",1
"172.30.1.107","10.0.0.14",80,36266,631.65,0,"2013-04-03 06:49:31","2013-04-03 12:03:26",80
"10.199.250.2","172.10.1.189",1,189,108.0,0,"2013-04-03 09:20:32","2013-04-03 09:20:32",1
"172.10.1.21","10.0.0.14",90,41090,633.0,3,"2013-04-03 06:49:16","2013-04-03 15:05:26",90
"172.10.0.2","172.255.255.255",120,29469,0.0,3,"2013-04-03 00:14:58","2013-04-03 23:51:05",120
"10.0.0.12","172.20.1.72",2,1204,250.0,0,"2013-04-03 10:06:57","2013-04-03 11:02:49",2
"172.10.1.224","172.0.0.1",30,3060,102.0,48,"2013-04-03 01:31:31","2013-04-03 22:53:36",30
"172.30.1.54","172.0.0.1",25,3420,133.2,67,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"172.10.0.6","172.30.1.134",5,370,0.0,0,"2013-04-03 02:17:58","2013-04-03 05:28:15",5
"172.10.1.183","10.199.250.2",36,55738,67105.47222,12,"2013-04-03 07:15:46","2013-04-03 10:14:39",36
"172.20.1.100","10.0.0.6",68,30750,623.6176471,10,"2013-04-03 06:50:28","2013-04-03 11:09:19",68
"172.20.1.22","10.0.0.13",82,37178,625.2804878,8,"2013-04-03 06:53:40","2013-04-03 11:09:32",82
"172.20.2.129","10.0.0.7",63,28202,620.2539683,7,"2013-04-03 06:50:27","2013-04-03 11:13:51",63
"10.0.0.10","172.10.2.64",1,633,368.0,0,"2013-04-03 09:34:26","2013-04-03 09:34:26",1
"172.10.1.161","10.0.0.14",78,35642,631.6153846,7,"2013-04-03 06:48:51","2013-04-03 15:02:39",78
"172.10.2.62","10.0.0.11",125,54010,632.568,12,"2013-04-03 06:50:11","2013-04-03 15:16:02",125
"172.10.1.43","10.1.0.75",108,49614,628.712963,14,"2013-04-03 06:48:42","2013-04-03 14:21:00",108
"172.10.1.206","10.1.0.77",93,42222,632.4193548,2,"2013-04-03 06:50:19","2013-04-03 15:17:54",93
"10.0.0.14","172.20.2.48",1,571,108.0,0,"2013-04-03 10:20:25","2013-04-03 10:20:25",1
"172.30.2.123","239.255.255.250",8,1750,0.0,6,"2013-04-03 06:36:07","2013-04-03 06:36:15",8
"172.20.0.4","172.20.1.124",16,1017212,0.0,61,"2013-04-03 07:28:54","2013-04-03 07:57:30",16
"172.30.1.66","172.0.0.1",25,2970,118.8,66,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"172.20.1.229","10.0.0.10",131,59528,628.6412214,57,"2013-04-03 06:49:20","2013-04-03 15:18:43",131
"10.0.0.11","172.10.2.61",1,54,0.0,0,"2013-04-03 10:12:25","2013-04-03 10:12:25",1
"172.30.1.180","10.0.0.13",81,36074,614.8024691,13,"2013-04-03 06:48:46","2013-04-03 12:05:36",81
"172.30.2.116","10.0.0.10",85,35474,577.0588235,0,"2013-04-03 06:52:38","2013-04-03 12:12:36",85
"172.10.2.147","239.255.255.250",4,1050,0.0,6,"2013-04-03 06:36:42","2013-04-03 06:36:48",4
"10.1.0.75","172.10.1.24",1,571,108.0,0,"2013-04-03 11:23:37","2013-04-03 11:23:37",1
"172.30.1.201","10.0.0.7",124,56468,630.6935484,44,"2013-04-03 06:48:13","2013-04-03 15:09:20",124
"172.10.0.6","172.30.1.98",12,984,0.0,0,"2013-04-03 05:27:53","2013-04-03 23:13:53",12
"10.0.0.13","172.20.2.99",1,633,392.0,0,"2013-04-03 09:57:40","2013-04-03 09:57:40",1
"172.10.0.6","172.20.2.129",15,1110,0.0,0,"2013-04-03 04:22:17","2013-04-03 23:18:32",15
"10.0.0.6","172.30.2.145",2,1202,249.5,0,"2013-04-03 09:35:33","2013-04-03 09:45:21",2
"172.30.1.200","10.0.0.11",82,37282,632.3414634,11,"2013-04-03 06:56:07","2013-04-03 12:05:30",82
"172.30.2.137","10.0.0.8",74,32749,599.4054054,32,"2013-04-03 06:50:55","2013-04-03 12:12:37",74
"172.30.2.50","10.0.0.7",87,37336,591.3333333,137,"2013-04-03 06:48:30","2013-04-03 12:12:37",87
"172.20.1.76","10.0.0.14",64,28948,623.109375,3,"2013-04-03 06:52:09","2013-04-03 11:30:20",64
"172.10.0.6","172.30.1.52",11,814,0.0,0,"2013-04-03 04:57:36","2013-04-03 23:13:36",11
"10.0.0.12","172.10.1.39",2,687,196.0,0,"2013-04-03 10:35:15","2013-04-03 10:46:27",2
"10.0.0.11","172.20.2.56",1,571,108.0,0,"2013-04-03 10:34:49","2013-04-03 10:34:49",1
"172.30.1.28","10.0.0.13",70,31788,631.3428571,27,"2013-04-03 06:47:53","2013-04-03 12:11:07",70
"172.10.1.106","10.7.5.5",179,14084181,3245990.453,4181,"2013-04-03 10:15:09","2013-04-03 14:37:11",179
"172.10.1.128","10.0.0.14",66,29902,630.4242424,4,"2013-04-03 06:53:18","2013-04-03 14:42:39",66
"172.10.1.190","10.199.250.2",32,52292,70361.09375,19,"2013-04-03 07:15:35","2013-04-03 10:13:48",32
"172.20.2.91","10.0.0.6",59,26611,621.1525424,14,"2013-04-03 06:51:42","2013-04-03 11:16:14",59
"10.7.5.5","172.20.1.57",1,3080540,75004.0,22,"2013-04-03 10:15:30","2013-04-03 10:15:30",1
"172.10.1.250","10.0.0.9",106,47573,624.4339623,13,"2013-04-03 06:49:03","2013-04-03 14:24:34",106
"10.0.0.10","172.10.1.45",1,633,392.0,0,"2013-04-03 10:40:53","2013-04-03 10:40:53",1
"172.20.2.87","239.255.255.250",4,1050,0.0,6,"2013-04-03 06:37:11","2013-04-03 06:37:18",4
"172.30.1.182","10.0.0.5",63,28539,632.0,0,"2013-04-03 06:52:47","2013-04-03 11:41:17",63
"10.0.0.5","172.10.1.126",1,54,0.0,0,"2013-04-03 09:49:55","2013-04-03 09:49:55",1
"172.20.1.89","10.0.0.7",78,35280,625.3846154,2,"2013-04-03 06:51:28","2013-04-03 11:08:08",78
"172.30.1.124","10.0.0.14",86,38774,623.2209302,19,"2013-04-03 06:58:47","2013-04-03 12:04:55",86
"10.0.0.10","172.10.2.92",1,571,108.0,0,"2013-04-03 10:03:35","2013-04-03 10:03:35",1
"172.30.1.173","10.0.0.8",84,37437,612.7380952,20,"2013-04-03 06:48:14","2013-04-03 12:05:33",84
"172.30.1.103","10.0.0.13",80,35766,623.0625,4,"2013-04-03 06:48:10","2013-04-03 12:04:09",80
"172.10.1.83","239.255.255.250",1,525,0.0,6,"2013-04-03 06:36:27","2013-04-03 06:36:27",1
"172.10.2.60","10.0.0.9",117,49934,631.008547,7,"2013-04-03 06:49:49","2013-04-03 14:48:23",117
"172.20.2.57","10.0.0.8",72,32392,623.2222222,43,"2013-04-03 06:51:40","2013-04-03 11:11:32",72
"10.1.0.75","172.30.1.35",1,633,392.0,0,"2013-04-03 11:40:06","2013-04-03 11:40:06",1
"10.0.0.13","172.20.2.89",1,633,392.0,0,"2013-04-03 11:00:12","2013-04-03 11:00:12",1
"172.30.2.82","10.1.0.76",91,41266,618.5824176,46,"2013-04-03 06:50:07","2013-04-03 12:12:36",91
"10.0.0.9","172.30.2.54",1,570,108.0,0,"2013-04-03 10:34:08","2013-04-03 10:34:08",1
"172.30.2.79","10.0.0.14",67,30364,629.6567164,110,"2013-04-03 06:48:34","2013-04-03 12:12:37",67
